bucket_count_max_ms,bucket_count_p50_ms,bucket_count_p95_ms,checkpoint_ms,close_ms,close_reopen_count_ms,inserts_per_sec,max_ms,mean_ms,node_name,p50_ms,p95_ms,query_max_ms,query_p50_ms,query_p95_ms,reopen_count_ms,repeat,storage_class,time_range_max_ms,time_range_p50_ms,time_range_p95_ms,workload,write_max_ms,write_p50_ms,write_p95_ms
8.655718,1.962469,7.166604,,,1185.615786,,,,ovh-ns103656,,,,,,,3,seaweedfs-ovh-ssd,23.923897999999998,9.455743,12.598097000000001,queries_100000,,,
153.369492,111.875183,139.97925,,,6068.048492,,,,ovh-ns103656,,,,,,,3,seaweedfs-ovh-ssd,973.09079,21.260551,71.44121100000001,queries_1000000,,,
,,,438.630281,29.540205999999998,,,,,ovh-ns103656,,,,,,1408.099341,3,seaweedfs-ovh-ssd,,,,wal_checkpoint_truncate,,,
,,,,,,,89.104171,23.404180184,ovh-ns103656,19.601624,50.223278,,,,,4,seaweedfs-ovh-ssd,,,,autocommit_1000,,,
,,,,,,,1005.2711620000001,40.2716357363,ovh-ns103656,32.555428,74.325516,,,,,4,seaweedfs-ovh-ssd,,,,autocommit_10000,,,
,,,,,,456.52973942041086,739.918957,21.9043780427,ovh-ns103656,14.353948,35.121874999999996,,,,,4,seaweedfs-ovh-ssd,,,,activitywatch_batch_10,,,
,,,,,,2064.540851607933,772.833856,48.436919968,ovh-ns103656,22.143489,263.969976,,,,,4,seaweedfs-ovh-ssd,,,,activitywatch_batch_100,,,
,,,,,,9919.143614786035,742.307376,100.8151549,ovh-ns103656,42.205232,586.403592,,,,,4,seaweedfs-ovh-ssd,,,,activitywatch_batch_1000,,,
,,,,,,3037.490805045661,,,ovh-ns103656,,,5.414698,0.070577,0.316793,,4,seaweedfs-ovh-ssd,,,,grocy_batch_100,1710.1857570000002,14.792836,41.765779
0.151386,0.109565,0.14879499999999998,,,618.267737,,,,ovh-ns103656,,,,,,,4,seaweedfs-ovh-ssd,2.020786,0.513726,0.92689,queries_10000,,,
17.276447,2.3622959999999997,8.593582000000001,,,1145.25143,,,,ovh-ns103656,,,,,,,4,seaweedfs-ovh-ssd,25.061434000000002,6.6547220000000005,14.625115,queries_100000,,,
14.810398000000001,5.731203,12.508137000000001,,,5501.9623329999995,,,,ovh-ns103656,,,,,,,4,seaweedfs-ovh-ssd,9.385463999999999,3.949602,6.8181140000000005,queries_1000000,,,
,,,453.852756,18.054994,,,,,ovh-ns103656,,,,,,1208.823824,4,seaweedfs-ovh-ssd,,,,wal_checkpoint_truncate,,,
,,,,,,,139.53911699999998,23.116059281,ovh-ns103656,20.424827999999998,46.995572,,,,,5,seaweedfs-ovh-ssd,,,,autocommit_1000,,,
,,,,,,,314.90537,36.0784613127,ovh-ns103656,31.177933000000003,67.287761,,,,,5,seaweedfs-ovh-ssd,,,,autocommit_10000,,,
,,,,,,455.71415947900266,1140.915909,21.9435797462,ovh-ns103656,12.299973000000001,37.530058999999994,,,,,5,seaweedfs-ovh-ssd,,,,activitywatch_batch_10,,,
,,,,,,1818.3012981650402,1797.9786820000002,54.996385968,ovh-ns103656,21.465591999999997,291.598929,,,,,5,seaweedfs-ovh-ssd,,,,activitywatch_batch_100,,,
,,,,,,8444.536415166605,1152.455537,118.41976289,ovh-ns103656,46.458855,654.478436,,,,,5,seaweedfs-ovh-ssd,,,,activitywatch_batch_1000,,,
,,,,,,2626.6326303278233,,,ovh-ns103656,,,0.254789,0.063205,0.10040299999999999,,5,seaweedfs-ovh-ssd,,,,grocy_batch_100,1907.0601869999998,16.403364,47.681014
0.120844,0.040406,0.09067,,,451.478479,,,,ovh-ns103656,,,,,,,5,seaweedfs-ovh-ssd,1.334895,0.330219,1.271666,queries_10000,,,
22.777076,2.492482,8.45515,,,1367.007321,,,,ovh-ns103656,,,,,,,5,seaweedfs-ovh-ssd,14.955958,5.7028039999999995,12.116233000000001,queries_100000,,,
24.056504,6.215395,18.045306,,,6155.506851,,,,ovh-ns103656,,,,,,,5,seaweedfs-ovh-ssd,27.553722999999998,4.265338,7.664337000000001,queries_1000000,,,
,,,459.29067200000003,36.657709,,,,,ovh-ns103656,,,,,,1158.586873,5,seaweedfs-ovh-ssd,,,,wal_checkpoint_truncate,,,
